0,3,3,1,1,1,0,1,0,7,7,7,1,1,1,1,0,1,1,1,0,2,0,2,0,0,0,0,0,0,0,2,0,1,0
0,1,3,1,1,1,0,1,0,7,7,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
0,2,0,0,0,0,0,1,0,7,1,1,1,1,1,1,0,3,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
0,1,3,3,1,1,0,1,0,9,7,1,1,1,1,1,0,3,3,3,1,1,1,1,0,1,0,8,8,1,6,1,2,1,0
0,1,1,3,3,1,0,1,0,7,7,7,1,1,0,0,0,1,1,3,3,3,0,0,0,1,0,8,8,1,1,1,0,1,0
0,1,3,3,3,1,0,1,0,1,1,7,7,7,0,12,0,1,1,3,3,3,0,1,2,1,0,8,8,1,1,1,0,1,0
0,1,1,3,3,1,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,8,8,1,1,1,0,1,0
0,1,1,1,1,1,2,1,1,1,1,1,0,1,0,1,0,1,1,3,3,1,1,1,0,1,0,1,1,1,1,1,0,1,0
0,2,0,2,0,0,0,2,0,0,0,0,0,1,0,1,0,1,1,1,3,3,1,1,0,1,0,1,1,1,1,1,0,1,0
0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,3,1,1,2,1,0,1,1,1,1,1,0,1,0
0,1,0,1,1,1,0,1,1,1,0,2,0,2,0,2,0,1,1,1,1,3,1,1,0,1,0,0,0,2,0,0,0,1,0
0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,2,1,1,1,1,3,1,1,0,1,1,1,1,1,1,1,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
